0, 0.0120
1, 0.0090
2, 0.0110
3, 0.0090
4, 0.0090
5, 0.0080
6, 0.0080
7, 0.0080
8, 0.0090
9, 0.0080
10, 0.0080
11, 0.0080
12, 0.0090
13, 0.0080
14, 0.0100
15, 0.0090
16, 0.0080
17, 0.0090
18, 0.0090
19, 0.0090
20, 0.0080
21, 0.0080
22, 0.0090
23, 0.0090
24, 0.0080
25, 0.0090
26, 0.0080
27, 0.0090
28, 0.0080
29, 0.0080
30, 0.0080
31, 0.0090
32, 0.0080
33, 0.0080
34, 0.0080
35, 0.0090
36, 0.0080
37, 0.0080
38, 0.0350
39, 0.0120
40, 0.0080
41, 0.0090
42, 0.0090
43, 0.0090
44, 0.0080
45, 0.0100
46, 0.0080
47, 0.0100
48, 0.0080
49, 0.0080
50, 0.0090
51, 0.0080
52, 0.0090
53, 0.0100
54, 0.0100
55, 0.0090
56, 0.0100
57, 0.0090
58, 0.0100
59, 0.0100
60, 0.0110
61, 0.0110
62, 0.0100
63, 0.0110
64, 0.0110
65, 0.0090
66, 0.0110
67, 0.0100
68, 0.0110
69, 0.0110
70, 0.0110
71, 0.0110
72, 0.0130
73, 0.0110
74, 0.0120
75, 0.0130
76, 0.0120
77, 0.0120
78, 0.0120
79, 0.0130
80, 0.0130
81, 0.0130
82, 0.0140
83, 0.0140
84, 0.0150
85, 0.0130
86, 0.0150
87, 0.0150
88, 0.0160
89, 0.0150
90, 0.0180
91, 0.0170
92, 0.0170
93, 0.0180
94, 0.0180
95, 0.0190
96, 0.0190
97, 0.0200
98, 0.0200
99, 0.0200
100, 0.0220
101, 0.0220
102, 0.0220
103, 0.0230
104, 0.0250
105, 0.0250
106, 0.0270
107, 0.0270
108, 0.0290
109, 0.0280
110, 0.0290
111, 0.0310
112, 0.0290
113, 0.0330
114, 0.0320
115, 0.0330
116, 0.0350
117, 0.0360
118, 0.0360
119, 0.0380
120, 0.0200
121, 0.0200
122, 0.0200
123, 0.0200
124, 0.0200
125, 0.0200
126, 0.0200
127, 0.0200
128, 0.0200
129, 0.0200
130, 0.0200
131, 0.0200
132, 0.0200
133, 0.0200
134, 0.0200
135, 0.0200
136, 0.0200
137, 0.0200
138, 0.0200
139, 0.0200
140, 0.0200
141, 0.0200
142, 0.0200
143, 0.0200
144, 0.0200
145, 0.0200
146, 0.0200
147, 0.0200
148, 0.0200
149, 0.0200
150, 0.0200
151, 0.0200
152, 0.0200
153, 0.0200
154, 0.0200
155, 0.0200
156, 0.0200
157, 0.0200
158, 0.0200
159, 0.0200
160, 0.0200
161, 0.0200
162, 0.0200
163, 0.0200
164, 0.0200
165, 0.0200
166, 0.0200
167, 0.0200
168, 0.0200
169, 0.0200
170, 0.0200
171, 0.0200
172, 0.0200
173, 0.0200
174, 0.0200
175, 0.0200
176, 0.0200
177, 0.0200
178, 0.0200
179, 0.0200
180, 0.0200
181, 0.0200
182, 0.0200
183, 0.0200
184, 0.0200
185, 0.0200
186, 0.0200
187, 0.0200
188, 0.0200
189, 0.0200
190, 0.0200
191, 0.0200
192, 0.0200
193, 0.0200
194, 0.0200
195, 0.0200
196, 0.0200
197, 0.0200
198, 0.0200
199, 0.0200
